PAS gene loc
human89270 DDX55 utr3
human89271 EIF2B1 utr3
human89272 EIF2B1 utr3
human89281 EIF2B1 cds
human89284 GTF2H3 cds
human89286 GTF2H3 intron
human89288 GTF2H3 intron
human89293 GTF2H3 intron
human89294 GTF2H3 intron
human89300 GTF2H3 utr3
chimp80927 GTF2H3 utr3
human89302 GTF2H3 utr3
human89311 TCTN2 utr3
human89312 TCTN2 end
human89313 TCTN2 end
human89326 ATP6V0A2 cds
human89331 ATP6V0A2 cds
human89334 ATP6V0A2 utr3
human89336 ATP6V0A2 utr3
human89337 ATP6V0A2 utr3
human89338 ATP6V0A2 utr3
chimp80966 CCDC92 utr3
chimp80969 CCDC92 cds
human89342 CCDC92 intron
human89343 CCDC92 intron
human89344 CCDC92 intron
human89345 CCDC92 intron
human89347 CCDC92 intron
human89348 CCDC92 intron
human89351 CCDC92 intron
human89353 CCDC92 intron
human89358 ZNF664-RFLNA intron
human89360 ZNF664-RFLNA intron
human89368 ZNF664-RFLNA intron
human89369 ZNF664-RFLNA intron
human89378 ZNF664-RFLNA intron
human89379 ZNF664-RFLNA intron
human89380 ZNF664-RFLNA intron
human89381 ZNF664-RFLNA intron
human89382 ZNF664-RFLNA intron
human89408 NCOR2 utr3
human89434 NCOR2 cds
human89439 NCOR2 cds
human89479 SCARB1 end
human89480 SCARB1 utr3
human89499 SCARB1 intron
human89504 SCARB1 intron
human89536 UBC utr3
human89537 UBC utr3
human89563 DHX37 utr3
human89564 DHX37 utr3
human89570 DHX37 utr3
human89572 DHX37 utr3
human89586 BRI3BP utr3
human89587 BRI3BP utr3
human89595 BRI3BP intron
human89603 AACS cds
human89605 AACS cds
human89606 AACS cds
human89610 AACS intron
human89628 AACS utr3
human89718 SLC15A4 utr3
human89755 SLC15A4 intron
human89766 GLT1D1 intron
human89776 GLT1D1 intron
human89781 GLT1D1 utr3
human89782 GLT1D1 intron
human89786 GLT1D1 intron
human89787 GLT1D1 intron
human89793 GLT1D1 utr3
human89797 RIMBP2 utr3
chimp81329 RIMBP2 utr3
human89798 RIMBP2 utr3
human89808 RIMBP2 intron
human89810 STX2 utr3
chimp81421 STX2 utr3
human89813 STX2 end
human89821 STX2 cds
human89822 STX2 utr5
human89824 STX2 intron
human89832 RAN utr3
human89836 RAN utr3
human89876 SFSWAP cds
chimp81478 SFSWAP cds
human89882 SFSWAP cds
human89935 ULK1 utr3
human89937 PUS1 cds
human89939 PUS1 intron
chimp81550 PUS1 intron
human89940 PUS1 utr3
human89946 PUS1 end
human89955 EP400 cds
chimp81560 EP400 cds
human89958 EP400 intron
human89960 EP400 cds
human89984 EP400 cds
human89985 EP400 cds
human89986 EP400 cds
human90007 EP400 utr3
chimp81611 EP400P1 intron
human90017 EP400P1 intron
human90018 EP400P1 intron
chimp81615 EP400P1 intron
chimp81617 EP400P1 end
human90026 EP400P1 end
chimp81624 EP400P1 end
human90034 DDX51 utr3
human90036 DDX51 utr3
human90040 DDX51 utr3
human90052 FBRSL1 utr3
human90055 FBRSL1 intron
human90056 FBRSL1 intron
human90062 FBRSL1 intron
human90065 FBRSL1 utr3
human90066 FBRSL1 utr3
human90068 FBRSL1 utr3
human90072 POLE utr3
human90073 POLE utr3
human90086 POLE utr3
human90091 PXMP2 intron
human90094 PXMP2 utr3
human90095 PXMP2 utr3
human90099 PGAM5 cds
human90101 PGAM5 end
human90102 PGAM5 end
human90103 PGAM5 utr3
human90105 PGAM5 utr3
human90106 ANKLE2 utr3
human90107 ANKLE2 utr3
human90109 ANKLE2 utr3
human90111 ANKLE2 utr3
human90113 ANKLE2 utr3
human90114 ANKLE2 utr3
human90128 ANKLE2 utr3
human90138 GOLGA3 utr3
human90147 GOLGA3 utr3
human90159 GOLGA3 cds
human90184 CHFR utr3
human90185 CHFR utr3
human90186 CHFR utr3
human90190 CHFR intron
human90199 CHFR cds
human90210 ZNF605 end
human90211 ZNF605 utr3
human90220 ZNF605 intron
human90221 ZNF605 intron
human90224 ZNF605 intron
human90233 ZNF26 utr5
human90235 ZNF26 intron
human90239 ZNF26 intron
human90242 ZNF26 utr3
chimp81808 ZNF26 utr3
human90243 ZNF26 utr3
human90256 ZNF26 intron
human90266 ZNF84 cds
human90270 ZNF84 intron
human90277 ZNF84 cds
human90280 ZNF84 utr3
human90282 ZNF84 utr3
human90283 ZNF84 utr3
human90288 ZNF140 intron
human90289 ZNF140 intron
human90304 ZNF140 utr3
human90305 ZNF140 utr3
human90334 ZNF268 intron
human90335 ZNF268 cds
human90337 ZNF268 intron
human90339 ZNF268 utr3
chimp81870 ZNF268 utr3
human90341 ZNF268 utr3
human90344 ZNF268 utr3
human90345 ZNF268 end
human90370 ANKRD26P3 end
human90371 ANKRD26P3 end
human90375 ANKRD26P3 utr3
human90377 ANKRD26P3 utr3
chimp81883 ANKRD26P3 utr3
human90391 ANKRD26P3 utr3
human90394 ANKRD26P3 utr3
human90395 ANKRD26P3 utr3
human90400 ANKRD26P3 utr3
human90453 MPHOSPH8 cds
human90454 MPHOSPH8 cds
human90455 MPHOSPH8 cds
human90483 MPHOSPH8 utr3
human90484 MPHOSPH8 utr3
human90486 MPHOSPH8 utr3
human90487 PSPC1 utr3
human90498 PSPC1 intron
human90499 PSPC1 intron
human90503 PSPC1 intron
human90511 PSPC1 utr3
human90528 PSPC1 utr3
human90531 PSPC1 utr3
human90537 PSPC1 utr3
human90557 ZMYM5 intron
human90558 ZMYM5 utr3
human90559 ZMYM5 end
chimp82001 ZMYM5 end
human90561 ZMYM5 utr3
chimp82004 ZMYM5 cds
human90567 ZMYM5 cds
human90645 ZMYM2 utr3
chimp82067 ZMYM2 utr3
human90646 ZMYM2 utr3
human90658 CRYL1 utr3
human90661 CRYL1 intron
human90684 CRYL1 cds
human90685 CRYL1 intron
human90688 IFT88 utr5
chimp82105 IFT88 intron
human90693 IFT88 cds
human90698 IFT88 intron
human90701 IFT88 utr3
human90704 IFT88 intron
human90712 IFT88 intron
human90713 IFT88 cds
human90714 IFT88 utr3
human90717 EEF1AKMT1 utr3
human90724 EEF1AKMT1 intron
human90729 EEF1AKMT1 intron
human90732 EEF1AKMT1 intron
human90733 EEF1AKMT1 utr3
human90736 EEF1AKMT1 intron
human90739 EEF1AKMT1 intron
human90741 EEF1AKMT1 intron
chimp82153 XPO4 utr3
human90754 XPO4 utr3
human90765 XPO4 intron
human90768 XPO4 intron
human90782 XPO4 utr5
human90783 XPO4 intron
human90808 XPO4 intron
human90815 LATS2 utr3
human90817 LATS2 utr3
human90825 LATS2 intron
human90826 LATS2 intron
human90827 LATS2 intron
human90828 LATS2 intron
human90830 LATS2 intron
human90831 LATS2 intron
human90839 SAP18 cds
human90843 SAP18 utr3
human90844 SAP18 utr3
human90847 SAP18 utr3
chimp82228 SKA3 end
human90852 SKA3 utr3
human90853 SKA3 utr3
human90854 SKA3 utr3
human90855 SKA3 utr3
human90856 SKA3 utr3
human90860 SKA3 intron
human90861 SKA3 intron
human90862 SKA3 cds
human90863 SKA3 cds
human90864 SKA3 intron
human90865 SKA3 intron
human90868 MRPL57 utr3
human90869 MRPL57 utr3
human90870 MRPL57 utr3
chimp82253 MIPEPP3 utr5
human90874 MIPEPP3 intron
human90879 MIPEPP3 intron
human90882 MIPEPP3 intron
human90883 MIPEPP3 intron
human90890 MIPEPP3 intron
human90892 MIPEPP3 end
chimp82265 MIPEPP3 intron
human90896 ZDHHC20 utr3
human90907 ZDHHC20 intron
human90926 ZDHHC20 utr3
human90947 ZDHHC20 intron
human90957 ZDHHC20 utr3
human90961 MICU2 utr3
chimp82327 MICU2 utr3
human91014 MICU2 intron
human91128 SACS utr3
human91146 SACS cds
human91165 SACS cds
human91241 MIPEP utr3
human91289 MIPEP intron
human91292 MIPEP intron
human91293 MIPEP intron
human91325 SPATA13 intron
human91327 SPATA13 intron
human91333 SPATA13 intron
human91339 SPATA13 cds
human91340 SPATA13 cds
human91348 SPATA13 utr3
human91350 PARP4 utr3
human91359 PARP4 intron
human91397 PARP4 utr3
human91399 PARP4 intron
human91401 PARP4 utr3
human91408 PARP4 cds
human91429 CENPJ utr3
human91431 CENPJ utr3
human91452 CENPJ utr3
human91474 MTMR6 utr3
human91481 MTMR6 cds
human91482 MTMR6 intron
human91496 NUP58 intron
human91514 NUP58 intron
human91516 NUP58 intron
human91517 NUP58 intron
human91524 NUP58 intron
human91529 NUP58 utr3
human91531 NUP58 utr3
human91541 RNF6 utr3
human91544 RNF6 cds
human91548 RNF6 cds
human91549 RNF6 cds
human91550 RNF6 utr5
human91553 CDK8 cds
human91595 CDK8 intron
human91625 CDK8 utr3
human91631 USP12 utr3
human91632 USP12 utr3
human91654 USP12 intron
human91656 USP12 intron
human91672 USP12 intron
human91703 LINC00412 end
human91704 LINC00412 end
human91705 LINC00412 end
human91706 LINC00412 end
human91719 RPL21 cds
human91720 RPL21 cds
human91721 RPL21 cds
human91722 RPL21 intron
human91723 RPL21 cds
human91724 RPL21 utr3
human91725 RPL21 end
human91740 GTF3A utr3
human91739 MTIF3 utr3
chimp83100 MTIF3 cds
human91745 MTIF3 utr5
human91746 MTIF3 utr5
human91747 MTIF3 utr5
human91754 MTIF3 intron
human91763 LNX2 utr3
human91779 LNX2 intron
human91780 LNX2 intron
human91781 LNX2 intron
human91785 LNX2 intron
human91786 LNX2 intron
human91787 LNX2 intron
human91792 POLR1D utr3
human91795 POLR1D end
human91796 POLR1D end
human91797 POLR1D end
human91812 POLR1D intron
human91821 POLR1D utr3
chimp82949 PAN3 intron
human91943 PAN3 intron
human91944 PAN3 intron
human91965 PAN3 utr3
human92002 POMP utr3
human92015 SLC7A1 utr3
human92016 SLC7A1 utr3
human92021 SLC7A1 utr3
human92022 SLC7A1 utr3
human92038 SLC7A1 intron
human92049 SLC7A1 intron
human92063 UBL3 utr3
human92065 UBL3 utr3
human92066 UBL3 utr3
human92071 UBL3 intron
human92080 UBL3 intron
human92081 UBL3 intron
human92087 UBL3 intron
human92088 UBL3 intron
human92092 UBL3 intron
human92104 KATNAL1 utr3
human92114 KATNAL1 cds
human92127 KATNAL1 cds
human92130 KATNAL1 intron
human92136 KATNAL1 intron
human92141 KATNAL1 intron
human92143 KATNAL1 intron
chimp83321 KATNAL1 utr5
human92216 HMGB1 utr3
human92217 HMGB1 utr3
chimp83361 HMGB1 utr3
human92218 HMGB1 utr3
human92219 HMGB1 utr3
human92221 HMGB1 cds
human92222 HMGB1 cds
human92225 HMGB1 utr5
human92263 USPL1 intron
human92264 USPL1 intron
chimp83395 USPL1 intron
chimp83396 USPL1 intron
human92271 USPL1 intron
human92273 USPL1 intron
human92288 USPL1 utr3
human92289 USPL1 utr3
human92294 ALOX5AP intron
chimp83421 ALOX5AP intron
human92295 ALOX5AP utr3
human92299 HSPH1 utr3
human92301 HSPH1 cds
human92307 HSPH1 cds
human92358 FRY intron
human92369 FRY intron
human92373 FRY intron
human92377 FRY intron
human92378 FRY intron
human92400 BRCA2 cds
human92426 BRCA2 cds
human92441 BRCA2 cds
human92445 BRCA2 end
human92449 N4BP2L1 utr3
human92461 N4BP2L1 intron
human92466 N4BP2L1 intron
human92477 N4BP2L1 end
human92478 N4BP2L1 end
human92479 N4BP2L1 end
human92481 N4BP2L1 utr3
human92510 N4BP2L2 intron
human92512 N4BP2L2-IT2 end
human92513 N4BP2L2-IT2 end
human92516 N4BP2L2-IT2 end
human92517 N4BP2L2-IT2 utr3
human92518 N4BP2L2-IT2 utr3
human92519 N4BP2L2-IT2 utr3
chimp83870 N4BP2L2-IT2 utr3
chimp83871 N4BP2L2-IT2 utr3
human92520 N4BP2L2-IT2 utr3
human92521 N4BP2L2-IT2 utr3
human92533 N4BP2L2 utr3
human92534 N4BP2L2 utr3
human92535 N4BP2L2 utr3
human92554 N4BP2L2 intron
human92561 N4BP2L2 cds
human92563 N4BP2L2 utr5
chimp83925 PDS5B intron
human92595 PDS5B cds
human92596 PDS5B cds
human92613 PDS5B intron
human92655 PDS5B cds
human92666 PDS5B utr3
human92757 STARD13 utr5
human92764 STARD13 intron
human92871 RFC3 cds
human92884 RFC3 intron
human92890 RFC3 utr3
human92905 RFC3 intron
human92906 RFC3 intron
human92913 RFC3 intron
human92947 NBEA intron
human92950 NBEA intron
human92952 NBEA intron
human92972 NBEA cds
chimp84209 NBEA cds
human92984 NBEA intron
human93009 SPART utr3
human93011 SPART utr3
human93012 SPART utr3
human93014 SPART utr3
human93026 SPART intron
human93030 SPART intron
human93031 SPART intron
human93036 SPART utr3
human93038 SPART intron
human93046 RFXAP cds
human93053 RFXAP cds
human93055 RFXAP utr3
human93066 ALG5 utr3
chimp84295 ALG5 intron
human93079 ALG5 intron
human93083 ALG5 utr3
chimp84301 ALG5 intron
human93091 EXOSC8 cds
human93096 EXOSC8 cds
human93097 SUPT20H utr3
human93098 EXOSC8 utr3
chimp84315 SUPT20H utr3
chimp84318 EXOSC8 end
human93108 SUPT20H intron
human93113 SUPT20H intron
human93121 SUPT20H utr3
chimp84339 SUPT20H utr3
human93163 UFM1 utr3
human93167 UFM1 utr3
chimp84364 UFM1 utr3
chimp84365 UFM1 utr3
human93169 UFM1 utr3
chimp84367 UFM1 utr3
human93170 UFM1 utr3
human93174 PROSER1 utr3
human93175 PROSER1 utr3
human93197 NHLRC3 intron
human93199 NHLRC3 cds
chimp84399 NHLRC3 intron
human93203 NHLRC3 cds
human93204 NHLRC3 intron
human93207 NHLRC3 utr3
chimp84405 NHLRC3 utr3
human93208 NHLRC3 utr3
human93209 NHLRC3 utr3
human93214 LHFPL6 utr3
human93215 LHFPL6 utr3
chimp84426 LHFPL6 intron
human93226 LHFPL6 intron
human93245 LHFPL6 intron
human93290 COG6 cds
chimp84516 COG6 intron
human93305 COG6 intron
human93307 COG6 intron
human93315 COG6 intron
human93391 FOXO1 utr3
human93443 FOXO1 intron
human93495 MRPS31 utr3
human93500 MRPS31 utr3
chimp84661 MRPS31 intron
human93503 MRPS31 intron
human93510 MRPS31 intron
human93520 MRPS31 intron
human93521 MRPS31 utr3
human93524 MRPS31 utr3
human93534 TPTE2P5 intron
human93539 TPTE2P5 intron
human93540 TPTE2P5 intron
human93543 TPTE2P5 intron
human93560 TPTE2P5 intron
human93563 SUGT1P3 end
human93564 SUGT1P3 end
chimp84723 SUGT1P3 end
human93565 SUGT1P3 end
human93566 SUGT1P3 end
human93567 SUGT1P3 utr3
human93576 TPTE2P5 intron
human93585 ELF1 cds
human93593 ELF1 cds
human93605 ELF1 cds
human93687 ELF1 intron
human93700 WBP4 cds
human93702 WBP4 cds
human93706 WBP4 intron
human93711 WBP4 cds
human93715 WBP4 cds
human93716 WBP4 cds
human93720 KBTBD6 utr3
human93727 LOC101929140 utr5
human93730 LOC101929140 intron
chimp84885 LOC101929140 intron
human93732 LOC101929140 intron
human93736 LOC101929140 intron
chimp84888 LOC101929140 intron
chimp84889 LOC101929140 intron
human93753 LOC101929140 intron
human93758 MTRF1 utr3
human93760 MTRF1 utr3
human93763 MTRF1 end
human93766 MTRF1 utr3
human93776 MTRF1 intron
human93784 MTRF1 utr5
human93794 NAA16 cds
human93795 NAA16 intron
human93796 NAA16 cds
human93798 NAA16 intron
chimp84949 NAA16 end
human93810 NAA16 intron
human93811 NAA16 cds
human93819 NAA16 utr3
human93827 VWA8 utr3
human93957 VWA8 intron
human94051 DGKH intron
human94113 DGKH cds
human94148 DGKH utr3
human94187 AKAP11 cds
human94191 AKAP11 cds
human94202 AKAP11 intron
human94208 AKAP11 cds
human94258 LINC02341 intron
chimp85329 LINC02341 intron
human94323 LINC02341 end
chimp85350 EPSTI1 utr3
human94365 EPSTI1 utr3
human94436 EPSTI1 cds
human94441 EPSTI1 cds
human94444 EPSTI1 intron
human94483 DNAJC15 intron
chimp85463 DNAJC15 intron
human94511 DNAJC15 intron
human94520 DNAJC15 utr3
human94614 TSC22D1 utr3
human94624 TSC22D1 intron
chimp85523 TSC22D1 intron
human94634 TSC22D1 intron
human94635 TSC22D1 intron
human94638 TSC22D1 intron
human94645 NUFIP1 utr3
human94646 NUFIP1 utr3
human94651 NUFIP1 intron
human94653 NUFIP1 intron
human94656 NUFIP1 utr3
human94664 NUFIP1 intron
human94678 GPALPP1 cds
human94685 GPALPP1 cds
human94686 GPALPP1 cds
human94688 GPALPP1 utr3
human94730 GTF2F2 cds
chimp85606 GTF2F2 cds
human94737 GTF2F2 cds
human94738 GTF2F2 utr3
human94739 GTF2F2 utr3
chimp85612 GTF2F2 utr3
human94740 GTF2F2 utr3
human94747 TPT1 utr3
human94751 TPT1 utr3
human94752 TPT1 utr3
human94756 TPT1 cds
human94758 TPT1-AS1 intron
chimp85641 TPT1-AS1 intron
human94760 TPT1-AS1 intron
human94763 TPT1-AS1 intron
human94765 TPT1-AS1 intron
human94769 TPT1-AS1 intron
human94770 TPT1-AS1 intron
human94771 TPT1-AS1 intron
chimp85652 TPT1-AS1 intron
human94774 TPT1-AS1 intron
human94781 TPT1-AS1 intron
human94809 COG3 intron
human94810 COG3 intron
human94815 COG3 intron
human94825 COG3 intron
human94828 COG3 intron
human94834 COG3 end
chimp85890 COG3 utr3
human94846 COG3 utr3
human94847 COG3 utr3
human94857 LINC01055 end
human94859 LINC01055 end
human94862 LINC01055 intron
human94868 LINC01055 intron
human94874 LINC01055 intron
human94886 ZC3H13 utr3
human94894 ZC3H13 cds
human94895 ZC3H13 cds
human94900 ZC3H13 cds
human94901 ZC3H13 cds
chimp85839 ZC3H13 cds
human94931 ZC3H13 cds
human94941 ZC3H13 cds
human94943 CPB2 end
human94945 CPB2 end
human94955 LCP1 utr3
human94965 LCP1 cds
human95010 LCP1 cds
human95011 LCP1 cds
human95049 RUBCNL end
human95053 RUBCNL utr3
human95057 RUBCNL intron
chimp85681 RUBCNL intron
human95073 RUBCNL intron
human95075 RUBCNL intron
human95291 LRCH1 utr3
human95292 LRCH1 utr3
human95296 LRCH1 utr3
human95298 ESD utr3
human95299 ESD intron
human95305 ESD intron
chimp86101 ESD cds
human95312 ESD intron
chimp86110 ESD intron
human95314 ESD intron
human95325 SUCLA2 end
human95328 SUCLA2 utr3
human95336 SUCLA2 intron
human95337 SUCLA2 intron
human95344 SUCLA2 intron
human95346 SUCLA2 intron
human95350 SUCLA2 cds
chimp86147 SUCLA2 cds
human95353 SUCLA2 intron
human95358 SUCLA2 intron
human95429 MED4 utr3
human95438 MED4 cds
human95447 ITM2B cds
human95450 ITM2B utr3
human95451 ITM2B utr3
human95452 ITM2B utr3
human95456 RB1 intron
human95458 RB1 cds
human95479 RB1 intron
human95480 RB1 intron
human95519 RB1 intron
human95571 RB1 utr3
human95573 RCBTB2 utr3
human95577 RCBTB2 intron
chimp86317 RCBTB2 intron
human95580 RCBTB2 intron
human95582 RCBTB2 end
human95587 RCBTB2 utr3
human95592 RCBTB2 end
human95597 RCBTB2 intron
human95602 RCBTB2 intron
human95605 RCBTB2 intron
human95778 FNDC3A cds
human95828 FNDC3A utr3
human95832 CDADC1 cds
human95833 CDADC1 cds
human95839 CDADC1 intron
human95841 CDADC1 cds
human95844 CDADC1 cds
human95846 CDADC1 utr3
human95848 CAB39L utr3
human95849 CAB39L utr3
human95850 CAB39L utr3
chimp86532 CAB39L intron
human95854 CAB39L intron
human95855 CAB39L intron
human95894 SETDB2-PHF11 intron
human95895 SETDB2 cds
human95897 SETDB2 cds
human95901 SETDB2 utr3
human95902 SETDB2 end
human95904 SETDB2 end
human95905 SETDB2 end
human95912 SETDB2-PHF11 cds
human95915 SETDB2-PHF11 cds
human95922 SETDB2-PHF11 cds
chimp86609 SETDB2-PHF11 cds
human95929 SETDB2-PHF11 cds
human95932 SETDB2-PHF11 utr3
human95933 RCBTB1 utr3
human95934 RCBTB1 utr3
human95943 RCBTB1 utr3
chimp86648 EBPL end
human95967 EBPL end
chimp86651 EBPL utr3
human95974 EBPL intron
human95977 EBPL intron
human95980 EBPL intron
chimp86663 EBPL intron
human95987 KPNA3 utr3
human96003 KPNA3 cds
human96009 KPNA3 intron
human96018 KPNA3 intron
human96034 KPNA3 cds
human96039 SPRYD7 utr3
human96045 SPRYD7 utr3
human96046 SPRYD7 utr3
human96073 TRIM13 intron
human96084 TRIM13 utr3
human96089 TRIM13 utr3
human96109 DLEU2 intron
human96113 DLEU2 end
human96114 DLEU2 end
human96116 DLEU2 utr3
chimp86773 MIR16-1 end
chimp86774 MIR16-1 end
chimp86775 MIR16-1 end
human96118 MIR16-1 end
human96119 MIR16-1 end
human96120 MIR16-1 end
human96143 DLEU2 utr3
human96150 DLEU1 intron
human96151 DLEU1 intron
human96153 DLEU1 intron
human96154 DLEU1 intron
chimp86823 DLEU1 intron
human96158 DLEU1 intron
human96162 DLEU1 utr5
human96179 RNASEH2B cds
human96205 RNASEH2B intron
human96222 RNASEH2B intron
human96226 RNASEH2B utr3
human96227 RNASEH2B utr3
human96228 RNASEH2B utr3
human96231 RNASEH2B utr3
human96256 INTS6 utr3
human96263 INTS6 cds
human96285 INTS6 intron
chimp87005 INTS6-AS1 utr5
human96344 INTS6-AS1 intron
human96345 INTS6-AS1 utr5
human96346 INTS6-AS1 end
human96347 INTS6-AS1 end
human96348 INTS6-AS1 end
chimp87011 INTS6-AS1 end
human96362 WDFY2 intron
human96407 WDFY2 utr3
human96408 WDFY2 utr3
human96414 WDFY2 utr3
human96416 WDFY2 utr3
human96438 ALG11 cds
human96446 UTP14C intron
human96447 UTP14C intron
human96448 UTP14C intron
human96450 ALG11 utr3
human96453 ALG11 utr3
human96455 ALG11 end
human96456 ALG11 end
human96459 UTP14C utr3
human96460 UTP14C utr3
chimp87090 UTP14C end
human96478 MRPS31P5 utr3
human96482 MRPS31P5 intron
chimp87103 MRPS31P5 utr3
human96486 MRPS31P5 utr3
human96490 MRPS31P5 intron
human96491 MRPS31P5 intron
human96498 VPS36 utr3
human96499 VPS36 utr3
chimp87164 VPS36 utr3
human96500 VPS36 utr3
human96501 VPS36 utr3
chimp87156 VPS36 cds
human96518 VPS36 intron
human96519 VPS36 intron
human96527 VPS36 cds
human96531 CKAP2 cds
chimp87132 CKAP2 cds
human96535 CKAP2 cds
human96538 CKAP2 cds
human96546 CKAP2 end
human96550 CKAP2 cds
human96553 CKAP2 utr3
human96556 CKAP2 utr3
human96559 HNRNPA1L2 utr5
human96561 HNRNPA1L2 intron
chimp87174 HNRNPA1L2 utr5
human96564 HNRNPA1L2 utr5
human96565 HNRNPA1L2 utr5
chimp87176 HNRNPA1L2 utr5
human96567 HNRNPA1L2 intron
human96575 HNRNPA1L2 intron
human96580 HNRNPA1L2 utr3
human96584 SUGT1 intron
chimp87204 SUGT1 cds
chimp87205 SUGT1 cds
human96601 SUGT1 cds
human96605 SUGT1 utr3
human96606 SUGT1 utr3
human96721 DIAPH3 utr3
human96753 DIAPH3 utr3
human96796 TDRD3 cds
chimp87442 TDRD3 cds
human96810 TDRD3 cds
human96819 TDRD3 intron
human96827 TDRD3 utr3
human96901 MZT1 utr3
human96904 MZT1 utr3
human96906 MZT1 intron
human96908 MZT1 intron
human96911 MZT1 cds
human96913 MZT1 intron
human96914 MZT1 intron
human96915 MZT1 intron
human96916 MZT1 intron
human96921 BORA intron
human96926 BORA cds
human96932 BORA cds
chimp87567 BORA intron
human96939 BORA intron
human96945 BORA utr3
human96947 BORA utr3
human96950 DIS3 utr3
human96955 DIS3 cds
human96960 DIS3 cds
human96962 DIS3 cds
human96965 DIS3 cds
human96971 PIBF1 utr5
human96977 PIBF1 cds
human97001 PIBF1 intron
human97007 PIBF1 intron
chimp87637 PIBF1 intron
human97094 KLF12 utr3
human97323 TBC1D4 utr3
human97346 TBC1D4 cds
human97357 TBC1D4 intron
human97392 TBC1D4 intron
human97393 TBC1D4 intron
human97415 COMMD6 utr3
human97416 COMMD6 utr3
human97434 UCHL3 cds
